Timestamp,Light RAW,Light VOLTAGE,Radar AVG,Radar STDEV,Label
2024-12-04 07:50:07,1729,0.09028610666056305,129.54736842105262,17.059664003001167,Wake up
2024-12-04 07:50:27,1921,0.09995422293430992,162.96296296296296,31.625530080558026,Wake up
2024-12-04 07:50:47,1921,0.09995422293430992,152.60846560846562,41.98689172692399,Wake up
2024-12-04 07:51:07,1857,0.09673151750972761,170.6984126984127,38.50737767967256,Wake up
2024-12-04 07:51:27,1921,0.09995422293430992,152.13756613756613,28.318141625266204,Wake up
2024-12-04 07:51:47,2050,0.09995422293430992,185.52380952380952,29.44099245056396,Wake up
2024-12-04 07:52:07,1921,0.09995422293430992,139.51063829787233,33.62302644932171,Wake up
2024-12-04 07:52:27,2050,0.09995422293430992,142.2116402116402,46.709464984132566,Wake up
2024-12-04 07:52:47,2114,0.10644998855573358,142.1957671957672,47.83058292389014,Wake up
2024-12-04 07:53:07,2114,0.10644998855573358,181.005291005291,18.92102774706731,Wake up
2024-12-04 07:53:27,2050,0.10322728313115129,203.85185185185185,19.325301992060005,Wake up
2024-12-04 07:53:47,2114,0.10322728313115129,145.0899470899471,64.73503568555401,Wake up
2024-12-04 07:54:07,2114,0.10644998855573358,131.73544973544975,11.64838873132348,Wake up
2024-12-04 07:54:27,2114,0.10644998855573358,119.04761904761905,20.589267425790048,Wake up
2024-12-04 07:54:48,2114,0.10644998855573358,103.65425531914893,24.638620893821084,Wake up
2024-12-04 07:55:08,2178,0.10644998855573358,101.08465608465609,14.996213263624734,Wake up
2024-12-04 07:55:28,2050,0.10322728313115129,112.32275132275132,12.185034457496782,Wake up
2024-12-04 07:55:48,1921,0.09673151750972761,123.55026455026454,16.211496525937758,Wake up
2024-12-04 07:56:08,2306,0.11611810482948041,139.08465608465607,34.54711903364317,Wake up
2024-12-04 07:56:28,2370,0.11934081025406272,220.23809523809524,123.39428858714268,Wake up
2024-12-04 07:56:48,2050,0.10322728313115129,203.984126984127,98.94117509755944,Wake up
2024-12-04 07:57:08,2370,0.122563515678645,196.0952380952381,51.269432523153604,Wake up
2024-12-04 07:57:28,2370,0.11934081025406272,260.81481481481484,100.5116834142085,Wake up
2024-12-04 07:57:48,2370,0.11934081025406272,213.96296296296296,103.47115799030666,Wake up
2024-12-04 07:58:08,2434,0.122563515678645,100.29629629629629,14.746331568232561,Wake up
2024-12-04 07:58:28,2434,0.11934081025406272,122.11640211640211,26.720324477406106,Wake up
2024-12-04 07:58:48,2498,0.122563515678645,169,0.0,Wake up
2024-12-04 07:59:08,2242,0.11289539940489814,148.37566137566137,24.645392306215715,Wake up
2024-12-04 08:20:41,8712,0.43869077592126343,343.32275132275134,126.0321073616044,Morning work
2024-12-04 08:21:01,8904,0.45158159761959255,349.6084656084656,80.88687353910393,Morning work
2024-12-04 08:21:21,9032,0.45158159761959255,404.3121693121693,2.4283148111900026,Morning work
2024-12-04 08:21:41,9160,0.46124971389333946,403.5820105820106,3.3453515192161,Morning work
2024-12-04 08:22:01,9289,0.4677454795147631,376.15343915343914,88.74313129741937,Morning work
2024-12-04 08:22:21,9545,0.4838590066376745,403.8941798941799,3.9463716151564787,Morning work
2024-12-04 08:22:41,9865,0.4967498283360037,366.9259259259259,117.78616043588706,Morning work
2024-12-04 08:23:02,10185,0.5064179446097505,405.2962962962963,3.327358711778445,Morning work
2024-12-04 08:23:22,10570,0.5290272373540855,316.5608465608466,127.4098461045531,Morning work
2024-12-04 08:23:42,10890,0.545140764476997,407.0846560846561,1.8459926445842239,Morning work
2024-12-04 08:24:02,11210,0.5644769970244907,403.8253968253968,4.204378477126677,Morning work
2024-12-04 08:24:22,11403,0.577418173495079,404.1216931216931,4.264026327585942,Morning work
2024-12-04 08:24:42,11595,0.5870862897688258,360.37566137566137,111.26827672108735,Morning work
2024-12-04 08:25:02,11787,0.5903089951934081,387.14814814814815,62.12949122649438,Morning work
2024-12-04 08:25:22,11979,0.6031998168917372,405.5291005291005,4.320343974614646,Morning work
2024-12-04 08:25:42,12235,0.6160906385900664,404.26984126984127,3.3811414533944317,Morning work
2024-12-04 08:26:02,12556,0.6322545204852368,404.010582010582,2.3132123238489317,Morning work
2024-12-04 08:26:22,12748,0.6386999313344014,405.3174603174603,2.6102828380134513,Morning work
2024-12-04 08:26:42,12812,0.645145342183566,405.2857142857143,2.4151245822359484,Morning work
2024-12-04 08:27:02,12876,0.6515907530327306,371.2096774193548,101.64790375740051,Morning work
2024-12-04 08:27:22,12684,0.6419226367589836,408.8776595744681,9.96415666388923,Morning work
2024-12-04 08:27:42,12748,0.6386999313344014,404.4232804232804,3.2437645306832876,Morning work
2024-12-04 08:28:03,12748,0.6419226367589836,402.77777777777777,16.640866555450533,Morning work
2024-12-04 08:28:23,12812,0.6515907530327306,403.55026455026456,6.959140815293774,Morning work
2024-12-04 08:28:43,13068,0.6612588693064775,384.1746031746032,68.96719996287621,Morning work
2024-12-04 08:29:03,13260,0.6709773403524834,402.8941798941799,14.009852839501464,Morning work
2024-12-04 08:29:23,13389,0.6742000457770656,404.7724867724868,2.1303492511804145,Morning work
2024-12-04 08:29:43,13645,0.6838681620508125,405.2804232804233,2.758099837478276,Morning work
2024-12-04 08:30:03,13837,0.6967589837491417,404.6137566137566,3.069066869764545,Morning work
2024-12-04 08:30:23,14029,0.7064271000228884,404.5744680851064,2.8246029930761436,Morning work
2024-12-04 08:30:43,14285,0.7193179217212177,403.7142857142857,10.410860590608351,Morning work
2024-12-04 08:31:03,14606,0.7387045090409705,403.67195767195767,2.967610056090139,Morning work
